order_id,customer_id,amount,payment_method,order_status,customer_account_age_days,previous_cod_orders,previous_cod_refusals,previous_successful_deliveries,pincode,pincode_risk_group,pincode_rto_rate,product_category,is_first_order,created_at,rto_outcome
ORD-0042-0008051,CUST-0001890,1168.48,COD,RTO,408,9,1,9,110121,LOW,0.1523,footwear,False,2026-02-09T03:10:00+00:00,RTO
ORD-0042-0008052,CUST-0001767,960.51,COD,DELIVERED,23,5,0,3,110110,LOW,0.1303,grocery,False,2026-02-09T03:17:00+00:00,DELIVERED
ORD-0042-0008053,CUST-0000529,876.32,COD,RTO,1120,5,1,5,110190,MEDIUM,0.1877,home,False,2026-02-09T03:24:00+00:00,RTO
ORD-0042-0008054,CUST-0002928,3583.08,PREPAID,DELIVERED,325,6,0,3,110239,MEDIUM,0.2769,grocery,False,2026-02-09T03:31:00+00:00,DELIVERED
ORD-0042-0008055,CUST-0002410,886.94,PREPAID,RTO,1224,14,1,12,110091,MEDIUM,0.2717,jewellery,False,2026-02-09T03:38:00+00:00,RTO
ORD-0042-0008056,CUST-0000433,4187.99,PREPAID,DELIVERED,1391,13,0,9,110122,HIGH,0.4442,footwear,False,2026-02-09T03:45:00+00:00,DELIVERED
ORD-0042-0008057,CUST-0002430,1238.84,COD,DELIVERED,1389,10,0,5,110174,LOW,0.1228,apparel,False,2026-02-09T03:52:00+00:00,DELIVERED
ORD-0042-0008058,CUST-0002161,505.95,COD,DELIVERED,1247,19,1,17,110059,HIGH,0.4014,jewellery,False,2026-02-09T03:59:00+00:00,DELIVERED
ORD-0042-0008059,CUST-0000488,1428.77,COD,DELIVERED,20,0,0,0,110145,HIGH,0.3394,beauty,True,2026-02-09T04:06:00+00:00,DELIVERED
ORD-0042-0008060,CUST-0001137,4057.84,PREPAID,DELIVERED,1568,17,0,12,110216,HIGH,0.3834,apparel,False,2026-02-09T04:13:00+00:00,DELIVERED
ORD-0042-0008061,CUST-0002446,1278.95,COD,DELIVERED,102,7,0,5,110065,LOW,0.1196,apparel,False,2026-02-09T04:20:00+00:00,DELIVERED
ORD-0042-0008062,CUST-0001538,2061.61,PREPAID,DELIVERED,655,7,1,2,110222,LOW,0.1164,beauty,False,2026-02-09T04:27:00+00:00,DELIVERED
ORD-0042-0008063,CUST-0000098,1456.23,COD,DELIVERED,193,10,0,8,110076,HIGH,0.3731,apparel,False,2026-02-09T04:34:00+00:00,DELIVERED
ORD-0042-0008064,CUST-0000241,2598.18,COD,DELIVERED,21,0,0,0,110163,HIGH,0.3834,electronics,True,2026-02-09T04:41:00+00:00,DELIVERED
ORD-0042-0008065,CUST-0002932,1015.63,PREPAID,DELIVERED,407,7,0,6,110211,HIGH,0.3376,grocery,False,2026-02-09T04:48:00+00:00,DELIVERED
ORD-0042-0008066,CUST-0001723,4968.75,COD,DELIVERED,16,0,0,0,110203,MEDIUM,0.2720,apparel,True,2026-02-09T04:55:00+00:00,DELIVERED
ORD-0042-0008067,CUST-0001817,3620.08,COD,DELIVERED,691,8,3,5,110079,MEDIUM,0.1897,grocery,False,2026-02-09T05:02:00+00:00,DELIVERED
ORD-0042-0008068,CUST-0000393,1282.94,COD,DELIVERED,5,0,0,0,110213,MEDIUM,0.2506,electronics,True,2026-02-09T05:09:00+00:00,DELIVERED
ORD-0042-0008069,CUST-0001836,2928.75,COD,RTO,115,11,2,5,110082,HIGH,0.4150,jewellery,False,2026-02-09T05:16:00+00:00,RTO
ORD-0042-0008070,CUST-0003254,1089.98,COD,RTO,181,6,0,6,110206,MEDIUM,0.2667,electronics,False,2026-02-09T05:23:00+00:00,RTO
ORD-0042-0008071,CUST-0003046,843.77,COD,DELIVERED,35,0,0,0,110066,HIGH,0.3734,home,True,2026-02-09T05:30:00+00:00,DELIVERED
ORD-0042-0008072,CUST-0000659,2192.67,COD,RTO,639,2,2,2,110029,MEDIUM,0.2333,beauty,False,2026-02-09T05:37:00+00:00,RTO
ORD-0042-0008073,CUST-0001926,2060.41,COD,DELIVERED,1132,14,0,13,110032,LOW,0.1097,jewellery,False,2026-02-09T05:44:00+00:00,DELIVERED
ORD-0042-0008074,CUST-0002760,567.56,PREPAID,DELIVERED,551,16,1,15,110204,MEDIUM,0.1914,footwear,False,2026-02-09T05:51:00+00:00,DELIVERED
ORD-0042-0008075,CUST-0000267,825.07,COD,DELIVERED,29,0,0,0,110187,LOW,0.1486,home,True,2026-02-09T05:58:00+00:00,DELIVERED
ORD-0042-0008076,CUST-0000166,4477.14,COD,DELIVERED,1552,20,1,18,110047,MEDIUM,0.2553,grocery,False,2026-02-09T06:05:00+00:00,DELIVERED
ORD-0042-0008077,CUST-0001052,773.70,COD,DELIVERED,10,0,0,0,110090,MEDIUM,0.2773,footwear,True,2026-02-09T06:12:00+00:00,DELIVERED
ORD-0042-0008078,CUST-0000694,1455.90,COD,DELIVERED,30,0,0,0,110207,LOW,0.1570,jewellery,True,2026-02-09T06:19:00+00:00,DELIVERED
ORD-0042-0008079,CUST-0002184,860.52,COD,DELIVERED,1091,20,2,16,110184,MEDIUM,0.2305,home,False,2026-02-09T06:26:00+00:00,DELIVERED
ORD-0042-0008080,CUST-0001582,3235.77,COD,RTO,0,0,0,0,110104,MEDIUM,0.2320,grocery,True,2026-02-09T06:33:00+00:00,RTO
ORD-0042-0008081,CUST-0001375,911.23,COD,DELIVERED,1387,18,0,13,110080,LOW,0.0825,beauty,False,2026-02-09T06:40:00+00:00,DELIVERED
ORD-0042-0008082,CUST-0001760,1577.01,COD,DELIVERED,13,0,0,0,110092,LOW,0.0917,footwear,True,2026-02-09T06:47:00+00:00,DELIVERED
ORD-0042-0008083,CUST-0001992,1393.24,PREPAID,DELIVERED,1249,11,0,6,110023,HIGH,0.3958,apparel,False,2026-02-09T06:54:00+00:00,DELIVERED
ORD-0042-0008084,CUST-0003073,618.38,COD,DELIVERED,30,0,0,0,110089,HIGH,0.3976,home,True,2026-02-09T07:01:00+00:00,DELIVERED
ORD-0042-0008085,CUST-0001989,1685.21,COD,DELIVERED,1391,15,1,10,110034,MEDIUM,0.2175,grocery,False,2026-02-09T07:08:00+00:00,DELIVERED
ORD-0042-0008086,CUST-0000028,1341.63,COD,DELIVERED,1399,12,0,8,110018,LOW,0.1162,home,False,2026-02-09T07:15:00+00:00,DELIVERED
ORD-0042-0008087,CUST-0000761,782.04,COD,RTO,1116,5,0,0,110160,MEDIUM,0.2695,apparel,False,2026-02-09T07:22:00+00:00,RTO
ORD-0042-0008088,CUST-0001398,725.60,COD,DELIVERED,714,10,2,10,110011,MEDIUM,0.1754,footwear,False,2026-02-09T07:29:00+00:00,DELIVERED
ORD-0042-0008089,CUST-0000325,1030.08,COD,RTO,1257,7,0,5,110229,MEDIUM,0.2808,apparel,False,2026-02-09T07:36:00+00:00,RTO
ORD-0042-0008090,CUST-0002162,2034.19,COD,DELIVERED,220,14,0,8,110026,LOW,0.1003,jewellery,False,2026-02-09T07:43:00+00:00,DELIVERED
ORD-0042-0008091,CUST-0000880,2225.85,PREPAID,DELIVERED,596,13,3,7,110197,LOW,0.0918,apparel,False,2026-02-09T07:50:00+00:00,DELIVERED
ORD-0042-0008092,CUST-0000007,1566.28,COD,RTO,520,11,1,7,110184,MEDIUM,0.2305,footwear,False,2026-02-09T07:57:00+00:00,RTO
ORD-0042-0008093,CUST-0001591,309.28,PREPAID,DELIVERED,507,23,0,17,110186,MEDIUM,0.1905,apparel,False,2026-02-09T08:04:00+00:00,DELIVERED
ORD-0042-0008094,CUST-0002385,2093.07,PREPAID,DELIVERED,900,4,0,1,110113,LOW,0.1231,beauty,False,2026-02-09T08:11:00+00:00,DELIVERED
ORD-0042-0008095,CUST-0002344,710.94,PREPAID,DELIVERED,840,17,0,13,110161,HIGH,0.3706,apparel,False,2026-02-09T08:18:00+00:00,DELIVERED
ORD-0042-0008096,CUST-0002365,914.21,COD,DELIVERED,562,9,2,9,110227,LOW,0.1073,electronics,False,2026-02-09T08:25:00+00:00,DELIVERED
ORD-0042-0008097,CUST-0003109,906.33,COD,RTO,24,0,0,0,110210,HIGH,0.4072,grocery,True,2026-02-09T08:32:00+00:00,RTO
ORD-0042-0008098,CUST-0001600,1588.15,COD,RTO,640,6,0,1,110040,MEDIUM,0.2131,beauty,False,2026-02-09T08:39:00+00:00,RTO
ORD-0042-0008099,CUST-0000589,950.28,COD,DELIVERED,455,19,2,14,110113,LOW,0.1231,home,False,2026-02-09T08:46:00+00:00,DELIVERED
ORD-0042-0008100,CUST-0000451,2592.04,COD,DELIVERED,823,7,0,1,110102,LOW,0.1071,apparel,False,2026-02-09T08:53:00+00:00,DELIVERED
ORD-0042-0008101,CUST-0001158,1456.78,PREPAID,DELIVERED,645,13,0,9,110216,HIGH,0.3834,apparel,False,2026-02-09T09:00:00+00:00,DELIVERED
ORD-0042-0008102,CUST-0001776,1054.88,PREPAID,DELIVERED,974,16,0,16,110202,LOW,0.1436,home,False,2026-02-09T09:07:00+00:00,DELIVERED
ORD-0042-0008103,CUST-0001476,1890.61,PREPAID,RTO,15,0,0,0,110037,MEDIUM,0.1753,beauty,True,2026-02-09T09:14:00+00:00,RTO
ORD-0042-0008104,CUST-0000846,765.86,COD,RTO,38,6,3,4,110036,LOW,0.0860,home,False,2026-02-09T09:21:00+00:00,RTO
ORD-0042-0008105,CUST-0002426,1240.48,COD,RTO,1204,5,1,0,110193,LOW,0.0980,apparel,False,2026-02-09T09:28:00+00:00,RTO
ORD-0042-0008106,CUST-0001798,2561.49,COD,DELIVERED,1006,17,0,13,110155,MEDIUM,0.2630,beauty,False,2026-02-09T09:35:00+00:00,DELIVERED
ORD-0042-0008107,CUST-0000317,428.37,COD,DELIVERED,989,13,1,13,110190,MEDIUM,0.1877,beauty,False,2026-02-09T09:42:00+00:00,DELIVERED
ORD-0042-0008108,CUST-0003123,1740.25,PREPAID,DELIVERED,1172,9,0,5,110165,LOW,0.1115,grocery,False,2026-02-09T09:49:00+00:00,DELIVERED
ORD-0042-0008109,CUST-0002802,736.84,COD,RTO,21,3,2,0,110169,MEDIUM,0.1826,home,False,2026-02-09T09:56:00+00:00,RTO
ORD-0042-0008110,CUST-0001900,1159.82,COD,DELIVERED,1347,15,0,11,110220,HIGH,0.3811,electronics,False,2026-02-09T10:03:00+00:00,DELIVERED
ORD-0042-0008111,CUST-0002479,266.60,COD,DELIVERED,20,3,2,1,110114,LOW,0.0931,apparel,False,2026-02-09T10:10:00+00:00,DELIVERED
ORD-0042-0008112,CUST-0002390,1211.32,COD,DELIVERED,346,6,1,0,110039,LOW,0.1542,electronics,False,2026-02-09T10:17:00+00:00,DELIVERED
ORD-0042-0008113,CUST-0000724,2022.19,COD,DELIVERED,442,20,0,14,110058,HIGH,0.3100,home,False,2026-02-09T10:24:00+00:00,DELIVERED
ORD-0042-0008114,CUST-0002319,1104.17,COD,DELIVERED,495,13,1,10,110013,LOW,0.1003,footwear,False,2026-02-09T10:31:00+00:00,DELIVERED
ORD-0042-0008115,CUST-0002782,2816.75,COD,DELIVERED,397,14,2,12,110063,MEDIUM,0.2574,beauty,False,2026-02-09T10:38:00+00:00,DELIVERED
ORD-0042-0008116,CUST-0000110,1474.96,COD,DELIVERED,350,13,1,7,110019,MEDIUM,0.1972,electronics,False,2026-02-09T10:45:00+00:00,DELIVERED
ORD-0042-0008117,CUST-0002337,1135.37,COD,RTO,20,0,0,0,110165,LOW,0.1115,footwear,True,2026-02-09T10:52:00+00:00,RTO
ORD-0042-0008118,CUST-0000119,2121.13,COD,DELIVERED,1557,5,2,1,110112,MEDIUM,0.2390,apparel,False,2026-02-09T10:59:00+00:00,DELIVERED
ORD-0042-0008119,CUST-0003255,1213.25,PREPAID,DELIVERED,1049,3,0,0,110024,MEDIUM,0.2426,home,False,2026-02-09T11:06:00+00:00,DELIVERED
ORD-0042-0008120,CUST-0000040,1980.58,PREPAID,DELIVERED,626,5,0,0,110070,LOW,0.1179,home,False,2026-02-09T11:13:00+00:00,DELIVERED
ORD-0042-0008121,CUST-0001598,2391.71,COD,DELIVERED,235,13,1,8,110054,LOW,0.0978,home,False,2026-02-09T11:20:00+00:00,DELIVERED
ORD-0042-0008122,CUST-0001144,5528.76,COD,RTO,1374,5,0,3,110220,HIGH,0.3811,jewellery,False,2026-02-09T11:27:00+00:00,RTO
ORD-0042-0008123,CUST-0002997,1275.26,COD,RTO,822,6,1,2,110156,LOW,0.1456,home,False,2026-02-09T11:34:00+00:00,RTO
ORD-0042-0008124,CUST-0000464,1843.30,PREPAID,RTO,967,7,0,4,110224,LOW,0.0870,electronics,False,2026-02-09T11:41:00+00:00,RTO
ORD-0042-0008125,CUST-0002430,2459.52,PREPAID,DELIVERED,1292,16,0,16,110105,LOW,0.1068,apparel,False,2026-02-09T11:48:00+00:00,DELIVERED
ORD-0042-0008126,CUST-0002725,1240.76,COD,DELIVERED,21,0,0,0,110062,HIGH,0.4057,home,True,2026-02-09T11:55:00+00:00,DELIVERED
ORD-0042-0008127,CUST-0000212,2479.61,COD,DELIVERED,88,10,0,4,110005,LOW,0.1229,apparel,False,2026-02-09T12:02:00+00:00,DELIVERED
ORD-0042-0008128,CUST-0000426,1087.54,COD,RTO,699,5,0,4,110222,LOW,0.1164,footwear,False,2026-02-09T12:09:00+00:00,RTO
ORD-0042-0008129,CUST-0002963,2487.68,PREPAID,DELIVERED,731,2,0,2,110023,HIGH,0.3958,electronics,False,2026-02-09T12:16:00+00:00,DELIVERED
ORD-0042-0008130,CUST-0001634,350.79,COD,RTO,951,16,0,11,110215,MEDIUM,0.2698,electronics,False,2026-02-09T12:23:00+00:00,RTO
ORD-0042-0008131,CUST-0001464,2565.29,COD,DELIVERED,901,7,0,3,110112,MEDIUM,0.2390,home,False,2026-02-09T12:30:00+00:00,DELIVERED
ORD-0042-0008132,CUST-0003110,482.49,COD,DELIVERED,1313,15,0,10,110193,LOW,0.0980,home,False,2026-02-09T12:37:00+00:00,DELIVERED
ORD-0042-0008133,CUST-0000266,1652.09,COD,RTO,202,3,2,0,110019,MEDIUM,0.1972,beauty,False,2026-02-09T12:44:00+00:00,RTO
ORD-0042-0008134,CUST-0003129,3852.13,COD,RTO,506,13,0,9,110059,HIGH,0.4014,beauty,False,2026-02-09T12:51:00+00:00,RTO
ORD-0042-0008135,CUST-0000652,1121.58,COD,DELIVERED,1521,20,0,17,110094,HIGH,0.3371,grocery,False,2026-02-09T12:58:00+00:00,DELIVERED
ORD-0042-0008136,CUST-0001255,322.07,PREPAID,DELIVERED,1588,7,0,4,110176,LOW,0.1122,beauty,False,2026-02-09T13:05:00+00:00,DELIVERED
ORD-0042-0008137,CUST-0000871,640.40,COD,DELIVERED,8,0,0,0,110005,LOW,0.1229,apparel,True,2026-02-09T13:12:00+00:00,DELIVERED
ORD-0042-0008138,CUST-0001818,438.73,COD,DELIVERED,34,0,0,0,110010,MEDIUM,0.2716,footwear,True,2026-02-09T13:19:00+00:00,DELIVERED
ORD-0042-0008139,CUST-0001534,883.92,PREPAID,DELIVERED,701,6,0,1,110183,MEDIUM,0.2298,footwear,False,2026-02-09T13:26:00+00:00,DELIVERED
ORD-0042-0008140,CUST-0000389,2123.90,COD,RTO,132,8,0,4,110175,HIGH,0.3360,footwear,False,2026-02-09T13:33:00+00:00,RTO
ORD-0042-0008141,CUST-0002190,866.39,PREPAID,DELIVERED,1275,13,0,12,110152,LOW,0.0907,apparel,False,2026-02-09T13:40:00+00:00,DELIVERED
ORD-0042-0008142,CUST-0001187,1394.07,COD,RTO,869,10,1,4,110205,MEDIUM,0.2066,grocery,False,2026-02-09T13:47:00+00:00,RTO
ORD-0042-0008143,CUST-0000754,2084.00,COD,DELIVERED,231,8,2,5,110217,MEDIUM,0.2216,home,False,2026-02-09T13:54:00+00:00,DELIVERED
ORD-0042-0008144,CUST-0002411,666.28,COD,DELIVERED,5,0,0,0,110178,LOW,0.1585,electronics,True,2026-02-09T14:01:00+00:00,DELIVERED
ORD-0042-0008145,CUST-0002990,932.10,COD,DELIVERED,7,0,0,0,110132,LOW,0.1345,beauty,True,2026-02-09T14:08:00+00:00,DELIVERED
ORD-0042-0008146,CUST-0002226,643.17,COD,RTO,20,0,0,0,110055,HIGH,0.3046,jewellery,True,2026-02-09T14:15:00+00:00,RTO
ORD-0042-0008147,CUST-0002066,795.10,COD,DELIVERED,839,14,3,12,110003,LOW,0.0808,apparel,False,2026-02-09T14:22:00+00:00,DELIVERED
ORD-0042-0008148,CUST-0001618,870.62,PREPAID,DELIVERED,1404,17,1,17,110167,HIGH,0.3759,apparel,False,2026-02-09T14:29:00+00:00,DELIVERED
ORD-0042-0008149,CUST-0000335,1937.06,COD,RTO,1544,14,0,9,110189,HIGH,0.3885,footwear,False,2026-02-09T14:36:00+00:00,RTO
ORD-0042-0008150,CUST-0002511,949.59,COD,DELIVERED,11,0,0,0,110044,HIGH,0.4325,beauty,True,2026-02-09T14:43:00+00:00,DELIVERED
ORD-0042-0008151,CUST-0001129,267.00,COD,RTO,1230,1,1,0,110044,HIGH,0.4325,electronics,False,2026-02-09T14:50:00+00:00,RTO
ORD-0042-0008152,CUST-0001488,2714.52,PREPAID,DELIVERED,1132,17,1,12,110048,MEDIUM,0.1977,beauty,False,2026-02-09T14:57:00+00:00,DELIVERED
ORD-0042-0008153,CUST-0003203,1503.56,COD,RTO,13,0,0,0,110206,MEDIUM,0.2667,grocery,True,2026-02-09T15:04:00+00:00,RTO
ORD-0042-0008154,CUST-0003320,1113.78,PREPAID,DELIVERED,941,15,0,15,110110,LOW,0.1303,home,False,2026-02-09T15:11:00+00:00,DELIVERED
ORD-0042-0008155,CUST-0000393,1458.92,COD,RTO,1173,19,0,18,110109,LOW,0.1418,apparel,False,2026-02-09T15:18:00+00:00,RTO
ORD-0042-0008156,CUST-0002163,733.83,COD,DELIVERED,1456,5,0,2,110092,LOW,0.0917,jewellery,False,2026-02-09T15:25:00+00:00,DELIVERED
ORD-0042-0008157,CUST-0000346,1206.22,PREPAID,DELIVERED,372,0,0,0,110177,MEDIUM,0.2900,apparel,False,2026-02-09T15:32:00+00:00,DELIVERED
ORD-0042-0008158,CUST-0002030,1949.06,COD,DELIVERED,1056,12,0,9,110020,MEDIUM,0.2888,beauty,False,2026-02-09T15:39:00+00:00,DELIVERED
ORD-0042-0008159,CUST-0001438,395.52,COD,DELIVERED,856,20,0,14,110059,HIGH,0.4014,home,False,2026-02-09T15:46:00+00:00,DELIVERED
ORD-0042-0008160,CUST-0001806,2883.95,PREPAID,DELIVERED,620,8,1,2,110040,MEDIUM,0.2131,home,False,2026-02-09T15:53:00+00:00,DELIVERED
ORD-0042-0008161,CUST-0002356,798.18,COD,DELIVERED,378,11,0,10,110218,MEDIUM,0.2606,footwear,False,2026-02-09T16:00:00+00:00,DELIVERED
ORD-0042-0008162,CUST-0002590,594.15,PREPAID,DELIVERED,25,0,0,0,110003,LOW,0.0808,electronics,True,2026-02-09T16:07:00+00:00,DELIVERED
ORD-0042-0008163,CUST-0000478,808.58,COD,DELIVERED,165,10,1,4,110070,LOW,0.1179,footwear,False,2026-02-09T16:14:00+00:00,DELIVERED
ORD-0042-0008164,CUST-0001032,2144.06,PREPAID,DELIVERED,1003,12,2,8,110119,LOW,0.1119,electronics,False,2026-02-09T16:21:00+00:00,DELIVERED
ORD-0042-0008165,CUST-0000555,1987.34,COD,DELIVERED,571,16,0,16,110046,LOW,0.1454,footwear,False,2026-02-09T16:28:00+00:00,DELIVERED
ORD-0042-0008166,CUST-0002962,986.20,COD,DELIVERED,6,0,0,0,110055,HIGH,0.3046,home,True,2026-02-09T16:35:00+00:00,DELIVERED
ORD-0042-0008167,CUST-0000248,1950.98,PREPAID,DELIVERED,374,5,1,5,110164,MEDIUM,0.1711,apparel,False,2026-02-09T16:42:00+00:00,DELIVERED
ORD-0042-0008168,CUST-0001145,1396.29,PREPAID,DELIVERED,14,0,0,0,110075,LOW,0.1010,apparel,True,2026-02-09T16:49:00+00:00,DELIVERED
ORD-0042-0008169,CUST-0001963,1378.54,COD,RTO,32,0,0,0,110227,LOW,0.1073,apparel,True,2026-02-09T16:56:00+00:00,RTO
ORD-0042-0008170,CUST-0001228,1806.52,COD,DELIVERED,179,14,1,9,110070,LOW,0.1179,electronics,False,2026-02-09T17:03:00+00:00,DELIVERED
ORD-0042-0008171,CUST-0002588,877.01,COD,DELIVERED,9,0,0,0,110166,MEDIUM,0.1935,beauty,True,2026-02-09T17:10:00+00:00,DELIVERED
ORD-0042-0008172,CUST-0002207,1192.10,COD,DELIVERED,1152,8,0,5,110070,LOW,0.1179,grocery,False,2026-02-09T17:17:00+00:00,DELIVERED
ORD-0042-0008173,CUST-0001692,574.46,PREPAID,DELIVERED,34,0,0,0,110013,LOW,0.1003,apparel,True,2026-02-09T17:24:00+00:00,DELIVERED
ORD-0042-0008174,CUST-0001626,2203.04,COD,DELIVERED,2,0,0,0,110217,MEDIUM,0.2216,apparel,True,2026-02-09T17:31:00+00:00,DELIVERED
ORD-0042-0008175,CUST-0002230,870.95,PREPAID,DELIVERED,1198,11,0,7,110222,LOW,0.1164,apparel,False,2026-02-09T17:38:00+00:00,DELIVERED
ORD-0042-0008176,CUST-0000357,2261.95,COD,RTO,1580,12,0,7,110122,HIGH,0.4442,apparel,False,2026-02-09T17:45:00+00:00,RTO
ORD-0042-0008177,CUST-0001046,623.30,PREPAID,DELIVERED,1466,13,1,8,110092,LOW,0.0917,home,False,2026-02-09T17:52:00+00:00,DELIVERED
ORD-0042-0008178,CUST-0002323,648.90,COD,DELIVERED,1594,17,0,12,110008,LOW,0.1514,jewellery,False,2026-02-09T17:59:00+00:00,DELIVERED
ORD-0042-0008179,CUST-0002086,895.60,PREPAID,DELIVERED,908,12,0,9,110038,MEDIUM,0.1886,beauty,False,2026-02-09T18:06:00+00:00,DELIVERED
ORD-0042-0008180,CUST-0000781,1177.95,PREPAID,DELIVERED,1509,22,0,18,110090,MEDIUM,0.2773,electronics,False,2026-02-09T18:13:00+00:00,DELIVERED
ORD-0042-0008181,CUST-0002456,440.97,PREPAID,DELIVERED,16,0,0,0,110239,MEDIUM,0.2769,jewellery,True,2026-02-09T18:20:00+00:00,DELIVERED
ORD-0042-0008182,CUST-0001044,627.35,PREPAID,DELIVERED,206,9,0,7,110206,MEDIUM,0.2667,beauty,False,2026-02-09T18:27:00+00:00,DELIVERED
ORD-0042-0008183,CUST-0000490,1897.93,COD,RTO,937,7,2,6,110028,MEDIUM,0.1992,electronics,False,2026-02-09T18:34:00+00:00,RTO
ORD-0042-0008184,CUST-0001343,3456.51,COD,RTO,7,0,0,0,110069,HIGH,0.3623,apparel,True,2026-02-09T18:41:00+00:00,RTO
ORD-0042-0008185,CUST-0000277,1001.40,COD,RTO,1207,13,1,7,110005,LOW,0.1229,beauty,False,2026-02-09T18:48:00+00:00,RTO
ORD-0042-0008186,CUST-0001654,1160.75,COD,DELIVERED,21,0,0,0,110125,HIGH,0.3785,home,True,2026-02-09T18:55:00+00:00,DELIVERED
ORD-0042-0008187,CUST-0000286,1231.14,COD,DELIVERED,20,0,0,0,110072,LOW,0.1217,grocery,True,2026-02-09T19:02:00+00:00,DELIVERED
ORD-0042-0008188,CUST-0002884,1807.33,COD,DELIVERED,76,5,0,4,110198,MEDIUM,0.1848,beauty,False,2026-02-09T19:09:00+00:00,DELIVERED
ORD-0042-0008189,CUST-0001526,1308.18,PREPAID,DELIVERED,4,0,0,0,110007,MEDIUM,0.2504,footwear,True,2026-02-09T19:16:00+00:00,DELIVERED
ORD-0042-0008190,CUST-0002237,1985.96,COD,DELIVERED,27,0,0,0,110004,LOW,0.1103,beauty,True,2026-02-09T19:23:00+00:00,DELIVERED
ORD-0042-0008191,CUST-0000970,629.61,COD,DELIVERED,16,0,0,0,110192,LOW,0.1073,footwear,True,2026-02-09T19:30:00+00:00,DELIVERED
ORD-0042-0008192,CUST-0002646,1711.94,COD,DELIVERED,25,0,0,0,110035,HIGH,0.3867,apparel,True,2026-02-09T19:37:00+00:00,DELIVERED
ORD-0042-0008193,CUST-0000248,2376.65,COD,DELIVERED,921,15,3,11,110021,MEDIUM,0.2067,electronics,False,2026-02-09T19:44:00+00:00,DELIVERED
ORD-0042-0008194,CUST-0002971,3160.37,COD,RTO,35,0,0,0,110051,LOW,0.1005,apparel,True,2026-02-09T19:51:00+00:00,RTO
ORD-0042-0008195,CUST-0002568,792.66,COD,DELIVERED,1252,13,3,9,110200,LOW,0.1173,footwear,False,2026-02-09T19:58:00+00:00,DELIVERED
ORD-0042-0008196,CUST-0000991,1595.31,PREPAID,DELIVERED,1314,10,0,9,110026,LOW,0.1003,electronics,False,2026-02-09T20:05:00+00:00,DELIVERED
ORD-0042-0008197,CUST-0002677,1399.91,COD,RTO,1195,3,1,1,110057,HIGH,0.3222,apparel,False,2026-02-09T20:12:00+00:00,RTO
ORD-0042-0008198,CUST-0000327,711.78,COD,RTO,24,0,0,0,110200,LOW,0.1173,footwear,True,2026-02-09T20:19:00+00:00,RTO
ORD-0042-0008199,CUST-0000708,2422.75,COD,DELIVERED,586,9,0,7,110128,MEDIUM,0.1732,electronics,False,2026-02-09T20:26:00+00:00,DELIVERED
ORD-0042-0008200,CUST-0002731,836.40,COD,RTO,22,0,0,0,110009,LOW,0.0881,home,True,2026-02-09T20:33:00+00:00,RTO
ORD-0042-0008201,CUST-0001363,1715.48,PREPAID,DELIVERED,1162,20,1,16,110211,HIGH,0.3376,electronics,False,2026-02-09T20:40:00+00:00,DELIVERED
ORD-0042-0008202,CUST-0003236,1037.65,COD,DELIVERED,15,0,0,0,110136,HIGH,0.4202,beauty,True,2026-02-09T20:47:00+00:00,DELIVERED
ORD-0042-0008203,CUST-0001932,745.83,COD,DELIVERED,18,0,0,0,110203,MEDIUM,0.2720,electronics,True,2026-02-09T20:54:00+00:00,DELIVERED
ORD-0042-0008204,CUST-0003114,518.94,COD,RTO,741,6,0,0,110066,HIGH,0.3734,apparel,False,2026-02-09T21:01:00+00:00,RTO
ORD-0042-0008205,CUST-0000995,2727.58,PREPAID,DELIVERED,750,20,0,16,110144,MEDIUM,0.2659,footwear,False,2026-02-09T21:08:00+00:00,DELIVERED
ORD-0042-0008206,CUST-0003279,547.21,COD,DELIVERED,799,18,1,17,110109,LOW,0.1418,apparel,False,2026-02-09T21:15:00+00:00,DELIVERED
ORD-0042-0008207,CUST-0001228,1970.06,PREPAID,DELIVERED,1586,6,0,6,110198,MEDIUM,0.1848,apparel,False,2026-02-09T21:22:00+00:00,DELIVERED
ORD-0042-0008208,CUST-0002618,1251.39,COD,RTO,752,10,1,8,110197,LOW,0.0918,electronics,False,2026-02-09T21:29:00+00:00,RTO
ORD-0042-0008209,CUST-0002516,572.57,COD,DELIVERED,1572,12,2,11,110035,HIGH,0.3867,apparel,False,2026-02-09T21:36:00+00:00,DELIVERED
ORD-0042-0008210,CUST-0000068,1089.36,PREPAID,RTO,17,0,0,0,110186,MEDIUM,0.1905,grocery,True,2026-02-09T21:43:00+00:00,RTO
ORD-0042-0008211,CUST-0001761,1075.17,PREPAID,DELIVERED,1386,17,1,17,110098,MEDIUM,0.2312,beauty,False,2026-02-09T21:50:00+00:00,DELIVERED
ORD-0042-0008212,CUST-0000506,869.13,COD,DELIVERED,350,13,1,12,110121,LOW,0.1523,home,False,2026-02-09T21:57:00+00:00,DELIVERED
ORD-0042-0008213,CUST-0001312,1743.34,PREPAID,DELIVERED,34,0,0,0,110203,MEDIUM,0.2720,grocery,True,2026-02-09T22:04:00+00:00,DELIVERED
ORD-0042-0008214,CUST-0001135,962.16,COD,DELIVERED,467,19,0,14,110126,LOW,0.0939,grocery,False,2026-02-09T22:11:00+00:00,DELIVERED
